name,description,cuisine,course,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,image_url,flavour
Kyyle Steel Language Law of Representation - The Ministry Minist,Karwar Style Lasani Kadhi (Kokum & Coconut Milk Curry) is made using kokum and fresh coconut and is almost similar to Sol Kadhi. It can be relished it as such like a drink at the end of the meal or had as a side dish with the meal mixed with rice. Enjoy it fresh!,Coastal karnataka,Lunch,"Kokum (Malabar Tamarind), Fresh Coconut, Green Chillies, Garlic, Cumin Seeds (Jeera), Salt, Jaggery, Corrider (Dhania) Leaves, Oil, Mustard Seeds (Rai/ Kadugu), Cumin seeds (Jeera)","6 Kokum (Malabar Tamarind)  1-1/2 cup Fresh coconut , grated or 2 cups coconut milk   3 Green Chillies  2 cloves Garlic  1/2 teaspoon Cumin seeds (Jeera) Salt , to taste Jaggery , to taste  Coriander (Dhania) Leaves , as required to garnish (chopped) For tempering  1 teaspoon Oil  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1/4 teaspoon Cumin seeds (Jeera)",10.0,5.0,"To begin making the Karwar Style Lasani Kadhi Recipe (Kokum & Coconut Milk Curry), soak kokum peels in 1 cup hot water for 30 to 45 minutes.Squeeze well and discard the left over. In a mixer take coconut, cumin seeds, garlic and green chillies. Add 1 cup warm water and grind to a smooth paste. Sieve to extract coconut milk. For the left over coconut solids, add some water and regrind. Sieve to get thin coconut milk. To the coconut milk, add kokum juice. Add salt and jaggery. Mix and add water if required to get desired consistency.Next, prepare the tempering. Heat oil in a tadka pan. Ass Mustard seeds, cumin seeds and curry leaves. Saute for 10 seconds and pour it on the kadhi. Garnish with chopped coriander leaves and serve hot.Serve Karwar Style Lasani Kadhi (Kokum & Coconut Milk Curry) with Karwar Style Muga Ambat, Phulka and Steamed Rice for a weekday meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/Karwar_Style_Lasani_Kadhi_.jpg,"spicy, savory"
Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper,"Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper is a pleasant addition to our list of summer sandwiches. The various colors and textures in this Mediterranean sandwich are eye-pleasing and bursting with flavours of Sweet Piquanté Pepper, red onions and crunchy and juicy tomatoes.",Mediterranean,Main Course,"Whole Wheat Brown Bread, Homemade Hummus, Green Chilli Paste, Coriander (Dhania) Leaves, Lemon juice, Cucumber, Red onion, Tomato, Sweet piquanté pepper, Salt and Pepper, Lettuce leaves, Feta Cheese, Summac","8 Whole Wheat Brown Bread  3 tablespoon Homemade Hummus  1/4 tablespoon Green Chilli Paste  1 tablespoon Coriander (Dhania) Leaves , ground to paste Lemon juice , to taste  1 Cucumber , sliced  1 Red onion , sliced  1 Tomato , sliced  4 Sweet piquanté pepper , sliced finely Salt and Pepper , for seasoning Lettuce leaves , as needed  3 tablespoons Feta Cheese Summac , (or lemon zest & salt",15.0,10.0,"To begin making the Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper, get all the ingredients prepped for the sandwich. Chop all veggies and keep chilli, coriander pastes ready.In a mixing bowl, mix green chilli paste and coriander paste with homemade hummus, and drizzle some lemon juice on it and combine well till the paste is even.Spread this hummus mixture on one side of the bread slice.Place the lettuce leaves on it.Now place sliced onions (2-3 per slice of each veggie), cucumber, tomato slices, sweet piquant pepper slices and finally season with salt and pepper and dash of sumac (or alternatively lemon zest) on top.Add crumbled feta on top of each prepared bread slice and place another slice of bread on top and prick a toothpick to hold the sandwich in place. You can cut the sandwich to half and serve.Serve Mediterranean Tomato Basil Sandwich Recipe With Sweet Piquanté Pepper along with Roasted Tomato Sauce and a hearty Vegetarian Pumpkin And Chickpea Soup Recipe or a light Light And Healthy Spinach Soup Recipe for a complete meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sadafabbasi79-yahoo.com/mediterranian_sandwich_recipe_with_hummus_and_salad.JPG,"spicy, savory"
Puli engine recipe - Tamarind Ginger Chutney,"The Puli Engine recipe is a taste -rich sauce in which ginger, jaggery and green chillies are used. This is a simple recipe and you can also make it in the fridge for 1 or 2 weeks.",South Indian Recipes,Side Dish,"Tamarind paste, ginger, green chilli, turmeric powder, fenugreek seeds, red chili powder, asafetida, jaggery, sesame oil, mustard, curry leaves, salt","1 cup tamarind paste, 2 tablespoons of lemon, ginger, cut 2 tablespoons green chillies, cut 1/4 teaspoon turmeric powder 1/4 teaspoon of fenugreek seeds 1/4 teaspoon red chili powder 1/4 teaspoon asafetida 3 tablespoons 3 tablespoons of jaggery 1 tablespoon jaggery As per taste",10.0,20.0,"To make a Puli Engine recipe, first heat the oil in a saucepan. Add mustard seeds, fenugreek seeds and cook for 10 seconds. Now add asafetida, curry leaves, ginger, green chillies and cook for 30 seconds. Now add turmeric powder, tamarind paste, red chili powder, jaggery, salt and cook for 1 minute. After boiling, slow down the heat and let it cook for 15 minutes. Now turn off the gas and serve. Serve Puli Engi for the morning breakfast with Ghee Roast Dosa and Filter Coffee.",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Chutneys/Puli_Ingi.jpg,spicy
टमाटर प्याज की चटनी रेसिपी - Tomato Onion Chutney Recipe ,"टमाटर प्याज की चटनी जिसे दक्षिण भारत में थक्काली वेंगयम भी कहा जाता है एक सरल रेसिपी है जिसमे टमाटर के साथ छोटे प्याज और हरी मिर्च का भी प्रयोग किया जाता है. आप इस चटनी को इडली, डोसा या अपने रोज के खाने के साथ परोस सकते है. इसमें तिल के तेल का प्रयोग किया जाता है, जो इसे और भी अच्छा फ्लेवर देता है. ",South Indian Recipes,Side Dish,"टमाटर, छोटे प्याज, हरी मिर्च, हींग, हल्दी पाउडर, तिल का तेल, नमक, तिल का तेल, राइ, सफ़ेद उरद दाल, कढ़ी पत्ता ","4 टमाटर , काट ले  1/2 कप छोटे प्याज  1 हरी मिर्च  1/4 छोटा चम्मच हींग , वैकल्पिक  1/4 छोटा चम्मच हल्दी पाउडर  1 बड़ा चम्मच तिल का तेल , या कोई भी तेल नमक , स्वाद अनुसार तड़के के लिए 1 छोटा चम्मच तिल का तेल  1/2 छोटा चम्मच राइ , या कोई भी तेल  1 छोटा चम्मच सफ़ेद उरद दाल  4 कढ़ी पत्ता",10.0,15.0,"टमाटर प्याज की चटनी बनाने के लिए सबसे पहले एक कढ़ाई में तेल गरम कर ले. इसमें प्याज डाले और उनके नरम होने तक पका ले. प्याज के नरम होने के बाद इसमें टमाटर, हरी मिर्च, नमक, हींग, हल्दी पाउडर डाले और टमाटर के नरम होने तक पका ले. गैस बंद करें और इस मिश्रण को ठंडा होने दे. ठंडा होने के बाद इसे मिक्सर ग्राइंडर में डाले और पीस ले. अब तड़के के लिए एक तड़का पैन में तेल गरम करें। इसमें राइ, उरद दाल, कढ़ी पत्ता डाले और 20 सेकण्ड्स के लिए पका ले.अब यह तड़का चटनी में डाले और मिला ले. परोसे.टमाटर प्याज की चटनी को सुबह के नाश्ते के लिए घी रोस्ट डोसा और फ़िल्टर कॉफ़ी के साथ परोसे।",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/2-aug/Preethi_Kitchen_Appliances_Tomato_Onion_Chutney_Thogayal_Video_recipe_5_Delicious_Chutneys_You_Can_Make_With_Turbo_Chop-3.jpg,unknown
Melon Salsa Recipe,"Melon Salsa is a wonderful fruity twist on the traditional Mexican Salsa recipe. Since, melons are found in abundance in summers and are known for its cooling properties, this recipe makes for an amazing summer evening time snack. It is loaded with fruits, making it a healthier option for kids for their after school snack.",Continental,Appetizer,"Honey dew melon, English Cucumber, Onion, Green Chilli, Coriander (Dhania) Leaves, Lemon juice, Salt","1 cup Honey dew melon , cut into cubes  1 English Cucumber , cut into cubes  1 Onion , finely chopped  1 Green Chilli , finely chopped  1/4 cup Coriander (Dhania) Leaves , finely chopped  1 tablespoon Lemon juice Salt , as required",0.0,10.0,"To begin making the Melon Salsa recipe, add all the ingredients together in a large bowl.Adjust the seasoning and give it a gentle mix. Once mixed properly, it is ready to be served.Serve Melon Salsa with chips, nachos, whole-wheat lavash or throw it into your wraps, burgers, tacos or burritos to make it a summer meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Melon_Salsa.jpg,savory
Cheesy Pull Apart Bread Recipe,"Cheesy Pull apart Bread Recipe is made by combining all purpose flour along with yeast, milk and butter. Then the dough is rolled and coated with a herbed butter and stuffed with cheese.Finally it is shaped like pinwheels and left to double proof and then baked to perfection. ",Continental,Dinner,"All Purpose Flour (Maida), Active dry yeast, Sugar, Salt, Butter (Salted), Water, Milk, Butter (Salted), Cheddar cheese, Mozzarella cheese, Italian seasoning, Garlic","2 cups All Purpose Flour (Maida)  2 teaspoons Active dry yeast  1/4 teaspoon Sugar  1/2 teaspoon Salt  1/4 cup Butter (Salted) , melted  1/4 cup Water , lukewarm  3/4 cup Milk , lukewarm For the filling 1/2 cup Butter (Salted)  1 cup Cheddar cheese , grated  1/2 cup Mozzarella cheese , grated  1 teaspoon Italian seasoning  1 tablespoon Garlic , chopped",120.0,30.0,"To begin Making Cheesy Pull Apart Bread Recipe first make the dough by combining flour, yeast, water, milk,salt, sugar and butter until all the ingredients get well combined.Now place the dough on a floured surface and knead with a stretch and fold motion until smooth and elastic, about 10-12 minutes. Knead the dough till the dough springs back when you press with your fingers.Place the dough in a buttered bowl. Cover and allow it to rest and rise until doubled for about 2 hours.Meanwhile, make the Herbed spread ,melt the butter on low heat and add garlic to it, saute the garlic for one mins and then add the Italian herbed seasoning,switch the heat off and keep aside.Once the dough has risen, punch it down and roll it on a floured surface into a rectangle shape of half inch thickness. Spread the herbed butter on the dough and then spread the grated cheese evenly over the dough. Roll from one end gently and as tight as you can and cut into 12 equal portions. Place, cut side down, onto a greased baking dish and allow to rise until doubled for another half an hour.After the bread is risen ,brush the bread with the remaining herbed butter and bake for 30 mins in a preheated oven at 180 degree Celsius. Once the Cheesy Pull Apart Bread baked, remove and place them on wire racks to prevent the bread from sweating. You can serve them about 10 minutes after they have rested.Serve Cheesy Pull Apart Bread Recipe along with Skillet Potato And Eggs and  Carrot Pineapple Orange Juice  for a weekend breakfast or along with a Light And Healthy Spinach Soup Recipe and Mixed Beans Salad for a delicious weeknight dinner..",https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/Cheesy_Pull_Apart_Bread_Recipe-12_1600.jpg,savory
Palak Paneer Bhurji Recipe - Palak Paneer Bhurji Recipe,"If you like eggs of eggs, then you will definitely like this spinach cheese Bhurji recipe. This dish is rich in protein and iron and is also very easy to make. You can also pack this dish in your lunch box.",North Indian Recipes,,"Paneer, spinach, green chillies, onions, tomatoes, garlic, cumin, red chili powder, garam masala powder, mango, butter, salt, oil","200 grams of cheese, stole 50 grams spinach, finely chop 2 green chillies, finely chop 1 onion, finely chop 1 tomato, finely chop 2 bud garlic, finely chop 1/2 teaspoon cumin 2 teaspoon red chili powder 2 teaspoon garam masala powder 2 teaspoon 2 teaspoon 1 teaspoon 1 small spoon",15.0,30.0,"To make spinach Paneer Bhurji recipe, first make cheese. You can also buy cheese from outside. Stole the cheese and keep it separately. Now heat oil in a pan. Add cumin seeds and let it fall in it. After the flare of girlfriends, add ginger, garlic, green chillies, onion and cook till the onion becomes light brown. Now add tomatoes to it and cook till they become soft. Add spinach and cook until the spinach is cooked. Now add red chili powder, garam masala powder, mango powder, cheese and mix well. Add the cook and cook for 3 to 4 minutes. After cooking, turn off the gas and serve hot. Serve spinach Paneer Bhurji for dinner with dal makhani, boondi raita and phulka.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/oct-6/Palak_Paneer_Bhurji_Recipe_Spice_Cottage_Cheese_Scramble_Serve_with_Toasted_Pav-2.jpg,savory
Tadka Arhar Dal Recipe,"The dal of the early pigeonpea is a simple and nutritious recipe that can be made in a pot. After cooking the lentils, garlic temper is applied, which gives it a different taste. It is very easy to make, so you can also make it for your daily meal.",Awadhi,Lunch,"Arhar dal, onion, ginger, turmeric powder, tomato, lentils, salt, lemon juice, green coriander, ghee, garlic, dry red chili, cumin","1 cup arhar dal 1 onion, thin and straight cut 1 inch ginger, tighten 1/2 teaspoon turmeric powder 1 tomato, finely chop 1 inch of sugar salt, 1 tbsp of lemon juice as per taste, 5 branch green coriander, finely chop 1 tone of 1 tsp ghee 4 kali 1/2 teaspoon red chilli",10.0,40.0,"To make the tempering arhar dal, first wash the lentils thoroughly. Now add this dal with onion, ginger, turmeric powder, salt, tomato, cinnamon and 2-1/2 cups of water in the pressure cooker, mix and close. Turn on the gas and cook till 2 cities arrive. After this, reduce the flame of gas and let it cook for 3 to 4 minutes. Turn off the gas and let the pressure come out on its own. After the pressure comes out, open the cooker and mix the lentils well. Add lemon juice and green coriander to it and mix again. Now for the tempering, heat ghee in a tempering pan. Add cumin, garlic, red chili and cook till the light brown of garlic. Add this tempering to the lentils and mix. Serve hot. Serve Tawa Paratha and Bhendi Masala with the early arhar dal. You can also serve masala chas after eating.",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Toor_Dal_Garlic_Tadka_Arhar_ki_Dal_with_Lahsun_Tadka_Recipe-1.jpg,savory
Raw Jackfruit Poriyal Recipe - South Indian Raw Jackfruit Stir Fry,The Raw Jackfruit Poriyal Recipe is made with delicious combination of curry leaves and coconut giving it a simple South Indian flavour.,South Indian Recipes,Side Dish,"Jackfruit Raw (Kathal), Curry leaves, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Green Chillies, Salt, Turmeric powder (Haldi), Black pepper powder, Lemon juice, Fresh coconut","1 cup Jackfruit Raw (Kathal) , raw and diced  2 sprig Curry leaves  1 teaspoon Mustard seeds (Rai/ Kadugu)  1 pinch Asafoetida (hing)  1 teaspoon White Urad Dal (Split)  1 teaspoon Chana dal (Bengal Gram Dal)  2 Green Chillies , slit Salt , to taste  1/2 teaspoon Turmeric powder (Haldi)  1 teaspoon Black pepper powder  1 teaspoon Lemon juice  2 tablespoons Fresh coconut , grated",20.0,35.0,"To begin making the Raw Jackfruit Poriyal, let us first cut the raw jackfruit. In order to do that we have to first, grease our hands and the knife that we are going to use, with some oil.This important tip ensures that the hands don't get sticky from the natural fruit latex/sap present in the fruit does not get onto your hands and makes the cutting process hassle-free. Keep a bowl of water mixed with some salt, ready to put the cut raw jackfruit pieces to avoid discolouration of the fruit.Now that your hands and knife are well greased, cut the the jackfruit in half, discard the skin and start making 1 inch pieces and soak them in the salted water.To start making the Raw Jackfruit Poriyal, place the jackfruit in a pressure cooker with 1/4 cup of water and pressure cook for 6 whistles and turn off the heat.Allow the pressure to release naturally. Drain any water from the jackfruit and set aside.In a frying pan, heat oil on medium heat, add the mustard seeds and allow it to crackle, next add asafoetida, urad dal and chana dal and fry till they turn golden brown. This will take about a minute.Once they have turned brown, add in the curry leaves, green chilies, salt, turmeric powder, black pepper powder and the boiled raw jackfruit pieces. Give the Raw Jackfruit Poriyal a good stir for about 30 seconds and turn off the heat. Finally add the lemon juice, grated coconut and mix properly. The Raw Jackfruit Poriyal Recipe is ready to be served.Serve this Raw Jackfruit Poriyal Recipe along with Steamed Rice and Udupi Style Sambar Recipe | Masala Huli With Mixed Vegetables for a weekday lunch meal.For an Indian Diabetic meal you can serve this Raw Jackfruit Poriyal Recipe along with Ragi Tawa Paratha and Hyderabadi Khatti Dal Recipe and Raw Papaya, Apple & Carrot Salad Recipe and Palak Raita for a complete meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Raw_Jackfruit_Poriyal_Recipe.jpg,spicy
Spicy soya bhurji recipe - North Indian Soya Matar Bhurji,The Spicy Soya Bhurji Recipe is an easy protein rich side dish that you can make along with roti or parathas.,North Indian Recipes,Lunch,"Soybeans (Whole Soya dal), Green peas (Matar), Onion, Tomato, Green Chillies, Garlic, Ginger, Coriander Powder (Dhania), Red Chilli powder, Turmeric powder (Haldi), Chana Masala Powder, Garam masala powder, Coriander (Dhania) Leaves, Oil, Salt","1 cup Soybeans (Whole Soya dal) , (Soya chunks)  1/2 cup Green peas (Matar) , steamed  1 Onion , finely chopped  1 Tomato , finely chopped  2 Green Chillies , finely chopped  4 cloves Garlic  2 inch Ginger , roughly chopped  1 teaspoon Coriander Powder (Dhania)  1 teaspoon Red Chilli powder  1/2 teaspoon Turmeric powder (Haldi)  1 teaspoon Chana Masala Powder  1/2 teaspoon Garam masala powder  1/4 cup Coriander (Dhania) Leaves , finely chopped  1 teaspoon Oil Salt , to taste",10.0,15.0,"To begin making the Spicy Soya Bhurji Recipe, soak the dried soya chunks in hot water for 5 minutes, so it becomes soft. Squeeze and blend into a semi chunky pieces using a mixer grinder. Keep it aside.Heat oil in a heavy bottomed pan, add the onions, ginger and garlic and saute until the onions turn golden in colour.Add in the tomatoes, green chillies and cook until the tomatoes soften.Add the turmeric powder, coriander powder, red chilli powder, chole masala powder, garam masala powder and mix well.Now, add the prepared soya bhurji into the pan, steamed green peas, mix well, sprinkle some water and close it with a lid and cook the Spicy Soya Bhurji for 5 minutes until all the masalas are well absorbed.Remove the lid and increase the heat so the liquid in the Spicy Soya Bhurji vaporizes and it gets a bit dry.Once done, switch off the heat, garnish the Spicy Soya Bhurji with coriander leaves and serve hot.  Check the salt and spices and adjust accordingly.Serve the Spicy Soya Bhurji Recipe along with Tawa Paratha, Punjabi Kadhi with Methi and Carrot Cucumber Tomato Salad for a wholesome lunch or dinner.You can also serve Soya Chunks Bhurji along with Panchmel Dal and Phulka for a weekday meal. To add extra nutrition, add a bowl of Curd and Satvik Carrot Sprout Salad to your meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Soya_Chunks_Burji_Recipe.jpg,savory
Achari Paratha Roll Recipe,"Achari Paratha Roll, is a delicious roll made with mixed vegetables and achari paratha. For the filling, any combination of vegetables can be tried. The achari filling in the paratha will surely refresh your taste buds, as it is spicy and tasty.",Indian,Snack,"Whole Wheat Flour, Salt, Achari masala, Potatoes (Aloo), Kaddu (Parangikai/ Pumpkin), Green peas (Matar), Turmeric powder (Haldi), Red Chilli powder, Garam masala powder, Salt, Mustard seeds (Rai/ Kadugu), Asafoetida (hing)","2 cup Whole Wheat Flour Salt , to taste  1 tablespoon Achari masala For Filling 3 Potatoes (Aloo) , boiled and diced in cubes  1 cup Kaddu (Parangikai/ Pumpkin) , chopped  1/2 cup Green peas (Matar)  1/2 teaspoon Turmeric powder (Haldi)  1/2 teaspoon Red Chilli powder  1/2 teaspoon Garam masala powder Salt , to taste  1 teaspoon Mustard seeds (Rai/ Kadugu)  1/4 teaspoon Asafoetida (hing)",30.0,40.0,"To begin with Achari Paratha Roll Recipe, Add salt and water to the wheat flour and knead to a smooth dough. Add 1 or 2 tsp oil and knead it again. Once done, keep it aside.To prepare the filling, heat oil in a pan. Add mustard seeds and let them crackle. Once done, add the chopped pumpkin, green peas and potato cubes.Mix it properly. Then add turmeric powder, red chilli powder, garam masala, asafoetida and salt according to your taste. Mix well everything and let it cook for 8-10 minutes on low flame.After 8-10 minutes, switch off the heat and make sure everything is mixed well.Now take the dough and divide into equal sized balls. Take a ball and press it between the palms of your hands. Dust both the sides of the dough ball. Roll the dough into a round and thin paratha.Take 1 or 2 tsp of achari masala and spread it on one side of the paratha just like spreading chutney or sauce. Now, roll the paratha in one direction and make a Swiss roll just like we do to prepare Lachha paratha.Press it again between the palm of your hands and dust with flour. Roll it into a round paratha.Heat a Tava or skillet. Cook the rolled paratha till it turns golden brown on both the sides. Proceed with the remaining dough and prepare achari paratha.To Prepare Rolls, take a cooked paratha and stuff it with the potato and pumpkin masala. Close both the sides of paratha and seal the top with a toothpick.Serve the Achari Masala Roll with ketchup or any dip of your choice or with some flavourful smoothies like Banana and Mango smoothie or Cocoa Almond Banana Date smoothie.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Preeti_Tamilarasan/Achari_Paratha_Roll.jpg,spicy
Rajasthani Gunde Ka Achaar Recipe (Bird Lime Pickle),Rajasthani Gunde Ka Achaar is the pickle made with bird lime. It is very popularly made in Rajasthani households and is served as a side dish/accompaniment along with their meals. Gunde Ka Achaar recipe also can be the savior when you do not have time to prepare sabzi for lunch box with rotis.,Rajasthani,Appetizer,"Gunde (bird lime), Asafoetida (hing), Split Methi Seeds (Methi Kuria), Split Mustard Seeds (Rai Kuria), Fennel seeds (Saunf), Turmeric powder (Haldi), Red Chilli powder, Mustard oil, Salt","500 grams Gunde (bird lime)  1 teaspoon Asafoetida (hing)  1 teaspoon Split Methi Seeds (Methi Kuria)  1 teaspoon Split Mustard Seeds (Rai Kuria)  1 teaspoon Fennel seeds (Saunf) , roasted and crushed  1 teaspoon Turmeric powder (Haldi)  1/2 tablespoon Red Chilli powder  3 tablespoons Mustard oil Salt , to taste",20.0,25.0,"To Prepare Rajasthani Gunde Ka Achaar, boil the gunde ni water until soft, drain the water, remove the seeds and keep it aside to cool down.Once done, heat the mustard oil in a heavy bottomed pan. Once heated, stir in the asafoetida, the achaar masala and red chilli powder. Adjust salt according to taste.After 2 minutes, add the cooked gunde and mix everything well and stir fry for 4 to 5 minutes until the masala gets well coated to make the Gunde Ka Achaar.Once done, turn off the heat.Let the Gunde Ka Achaar cool down completely. Once cooled completely, store the Gunde Ka Achaar in pickle bottle/ceramic/glass container. Store the Gunde Ka Achaar in the refrigerator for 3 to 4 weeks or even upto a month. Since this a more like a fresh pickle, it only stays for a month or two.Serve Rajasthani Gunde Ka Achaar as an accompaniment with along with your meals for breakfast, lunch or dinner.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Rajasthani_Gunde_Ka_Achaar_Bird_Lime_Pickle.jpg,spicy
Bathua Aloo Paratha Recipe,"The Bathua Aloo Paratha Recipe is a wholesome and delicious recipes where boiled aloo and chopped bathua are combined along with garlic onions, green chillies and spices to make a lip smacking filling for the paratha. These parathas are cooked in ghee making them crisp and perfect for a special weekend breakfast.",North Indian Recipes,North Indian Breakfast,"Bathua leaves, Potatoes (Aloo), Garlic, Green Chillies, Onion, Ghee, Garam masala powder, Amchur (Dry Mango Powder), Whole Wheat Flour, Salt, Water","4 cups Bathua leaves , finely chopped  2 Potatoes (Aloo) , boiled  3 cloves Garlic , finely chopped  2 Green Chillies , finely chopped  1/2 Onion , finely chopped Ghee , for cooking  1 teaspoon Garam masala powder  1 teaspoon Amchur (Dry Mango Powder) For the dough 2 cups Whole Wheat Flour  1 teaspoon Salt Water , to knead the dough",40.0,30.0,"To begin making Aloo Bathua Paratha, place the potatoes in the pressure cooker along with some water and pressure cook for 3 to 4 whistles and turn off the heat. Allow the pressure to release naturally.Once released, peel the skin and mash the potatoes and keep aside.Next make the dough for the parathas. In a bowl add whole wheat flour and salt and mix water and knead till you get a soft dough. Keep aside till you make the filling.Separate the Bathua Leaves from the stem and discard the stem. Wash and chop the bathua leaves. Preheat a pan on high heat; add the bathua leaves and cook the bathua leaves until soft and all the water has evaporated. Ensure there is no residue of moisture from the bathua. Turn off the heat and allow the bathua leaves to cool.In a mixing bowl, add the mashed potatoes, the cooked bathua leaves, chopped onions, green chillies, garlic, salt, garam masala powder and amchur powder. Mix the aloo bathua paratha mixture well. Give it a taste and adjust seasonings according to taste.Preheat a tava on medium heat and start making the parathas.To make the paratha take the required portion of Aloo Bathua Paratha dough and dust with dry wheat flour and flatten to a three inch diameter.Take the Aloo Bathua stuffing which should be larger than the size of the dough you took and place in the center.Fold the edges and bring the dough towards the center to close the ball. Remove any excess dough at the top.Place the Aloo Bathua Paratha on a flat surface dusted with wheat flour and roll gently.Once you have reached the desired size and thickness place the Aloo Bathua Paratha on the preheated tava and cook until the Aloo Bathua Paratha turns golden on both sides.Smear ghee and cook the Aloo Bathua Paratha until it is cooked through and is golden brown and crisp.Keep flipping the Aloo Bathua Paratha during the above process. Once done, remove from the tawa and proceed to make the remaining parathas the similar way and serve hot.Serve the Bathua Aloo Paratha Recipe along with Shalgam Gajar Aur Gobhi Ka Achar Recipe, Dahi, and a cup of Adrak Chai for a special weekend breakfast",https://www.archanaskitchen.com/images/archanaskitchen/Stuffed_Aloo_Paratha_With_Bathua_Recipe-17_1600.jpg,savory
Banana Date Chocolate Chip Cake Recipe,"Banana Date Chocolate Chip Cake Recipe is the best ever cake that you can bake in your kitchen. If you are a first time bake, this recipe is one of the most simplest breads you can bake. Ever had an experience that the bananas get ripe very quickly in summers and you end up trashing them.",Continental,Dessert,"Nutralite Classic Spread, Brown Sugar (Demerara Sugar), Whole Eggs, Whole Wheat Flour, Jowar Flour (Sorghum), Bajra Flour ( Pearl Millet), Baking powder, Salt, Ripe Bananas, Dates, Chocolate chips, Vanilla Extract","1/2 cup Nutralite Classic Spread  1/2 cup Brown Sugar (Demerara Sugar)  2 Whole Eggs  1 cup Whole Wheat Flour  1/4 cup Jowar Flour (Sorghum)  1/4 cup Bajra Flour ( Pearl Millet)  2 teaspoons Baking powder  1/4 teaspoon Salt  1-1/2 cups Ripe Bananas , mashed  1/4 cup Dates , finely chopped  1/4 cup Chocolate chips  1 teaspoon Vanilla Extract",10.0,45.0,"To begin making the Banana Date Chocolate Chip Cake Recipe, first get all the ingredients ready and keep aside.Next preheat the oven to 180 C.  Prepare a loaf pan or a round cake pan greased with Nutralite Classic and flour. Keep aside.Into a large bowl or the bowl of the  Stand Mixer with the paddle attachment, add in the eggs (flax meal egg replacer), Nutralite Classic and sugar, salt and whisk them together until fluffy. Gradually add in the baking powder, the bananas, vanilla, and finally the flours.Beat all the ingredients together until well combined and fluffy. Do not over beat as you do not want the air pockets to die down with too much beating. Finally fold in the chocolate chips into the Banana Date Chocolate Chip Cake batterPour the Banana Date Chocolate Chip Cake batter into the prepared loaf / cake pan and bake in the preheated oven for 35 - 40 minutes or until done.This you will know when you insert a clean toothpick or a knife and it should come out clean with a little sticky crumbs. Cool the Banana Date Chocolate Chip Cake down for about 10 minutes. Cut and serve warm. Serve the Banana Date Chocolate Chip Cake along with Black Tea for a perfect afternoon snack with friends.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Banana_Date_Chocolate_Chip_Cake_Recipe-1.jpg,sweet
